angles,y_min,y_max
32.65000000000006,2.9675000000000002,2.9975
32.70000000000007,2.9524999999999997,3.0125
32.75000000000007,2.9375,3.0275
32.80000000000007,2.9225,3.028724812228913
32.850000000000065,2.9074999999999998,3.028724812228913
32.90000000000007,2.9074999999999998,3.028724812228913
32.950000000000074,2.8906233253863447,3.0438480027569246
33.00000000000007,2.8775,3.0438480027569246
33.05000000000007,2.8775,3.0438480027569246
33.10000000000007,2.8613905302302483,3.0512858954687516
33.15000000000008,2.8613905302302483,3.0512858954687516
33.200000000000074,2.8475,3.0512858954687516
33.25000000000007,2.8475,3.0512858954687516
33.300000000000075,2.8325,3.0551647749102697
33.35000000000008,2.8325,3.0551647749102697
33.40000000000008,2.8175,3.0551647749102697
33.450000000000074,2.8127938463385243,3.056626677003763
33.50000000000008,2.8127938463385243,3.056626677003763
33.55000000000008,2.8025,3.056626677003763
33.60000000000008,2.8025,3.056626677003763
33.65000000000008,2.7875,3.056361016623259
33.70000000000008,2.7875,3.056361016623259
33.750000000000085,2.7875,3.056361016623259
33.80000000000008,2.771292933435384,3.054787522736079
33.85000000000008,2.771292933435384,3.054787522736079
33.900000000000084,2.7575000000000003,3.054787522736079
33.95000000000009,2.752235752098678,3.054787522736079
34.000000000000085,2.752235752098678,3.052155672841125
34.05000000000008,2.7424999999999997,3.052155672841125
34.10000000000009,2.7424999999999997,3.052155672841125
34.15000000000009,2.7341245591767613,3.048600603546136
34.20000000000009,2.7275,3.048600603546136
34.250000000000085,2.7275,3.048600603546136
34.30000000000009,2.7168292744886138,3.0441747937214023
34.350000000000094,2.7125,3.0441747937214023
34.40000000000009,2.7125,3.0441747937214023
34.45000000000009,2.7125,3.0441747937214023
34.50000000000009,2.6975,3.0425
34.5500000000001,2.6975,3.039141565202447
34.600000000000094,2.6975,3.039141565202447
34.65000000000009,2.6825,3.0334949764595915
34.700000000000095,2.6825,3.0334949764595915
34.7500000000001,2.6825,3.0334949764595915
34.8000000000001,2.6689030280630597,3.0334949764595915
34.850000000000094,2.6675,3.0275
34.9000000000001,2.6675,3.0275
34.9500000000001,2.6675,3.0275
35.0000000000001,2.6525,3.0204325774369156
35.0500000000001,2.6525,3.0204325774369156
35.1000000000001,2.6525,3.0204325774369156
35.150000000000105,2.63963777424532,3.01297214293682
35.2000000000001,2.6375,3.01297214293682
35.2500000000001,2.6375,3.01297214293682
35.300000000000104,2.6375,3.01297214293682
35.35000000000011,2.6225,3.0053633919468083
35.400000000000105,2.6225,3.0053633919468083
35.4500000000001,2.6225,3.0053633919468083
35.50000000000011,2.6122097681125958,2.9975
35.55000000000011,2.6075,2.9975
35.60000000000011,2.6075,2.9975
35.650000000000105,2.599158325903685,2.9969709917785794
35.70000000000011,2.599158325903685,2.988487658535292
35.750000000000114,2.5925000000000002,2.988487658535292
35.80000000000011,2.5925000000000002,2.988487658535292
35.85000000000011,2.5865546469543297,2.9825
35.90000000000011,2.5865546469543297,2.9825
35.95000000000012,2.5774999999999997,2.9793558228237904
36.000000000000114,2.574415648825781,2.969858431498956
36.05000000000011,2.574415648825781,2.969858431498956
36.100000000000115,2.574415648825781,2.969858431498956
36.15000000000012,2.574415648825781,2.969858431498956
36.20000000000012,2.5625,2.9675000000000002
36.250000000000114,2.5625,2.9600894537462876
36.30000000000012,2.5625,2.9600894537462876
36.35000000000012,2.551178732410226,2.9524999999999997
36.40000000000012,2.5475,2.9524999999999997
36.45000000000012,2.5475,2.9524999999999997
36.50000000000012,2.5400922107458905,2.949741626792202
36.550000000000125,2.5400922107458905,2.939047350324574
36.60000000000012,2.5400922107458905,2.939047350324574
36.65000000000012,2.5324999999999998,2.939047350324574
36.700000000000124,2.5295285436845782,2.928138285595781
36.75000000000013,2.5295285436845782,2.928138285595781
36.800000000000125,2.5295285436845782,2.928138285595781
36.85000000000012,2.5193219598073187,2.9225
36.90000000000013,2.5175,2.9225
36.95000000000013,2.5175,2.916717809007217
37.00000000000013,2.5175,2.916717809007217
37.050000000000125,2.509335310556213,2.9074999999999998
37.10000000000013,2.509335310556213,2.9074999999999998
37.150000000000134,2.5025,2.9048278484772885
37.20000000000013,2.4999573807751765,2.8925
37.25000000000013,2.4999573807751765,2.8925
37.30000000000013,2.4999573807751765,2.8925
37.350000000000136,2.4908705964877083,2.8925
37.400000000000134,2.4908705964877083,2.880006428291863
37.45000000000013,2.4875,2.880006428291863
37.500000000000135,2.4875,2.880006428291863
37.55000000000014,2.4821768514871807,2.8775
37.600000000000136,2.4821768514871807,2.8670362506222498
37.650000000000134,2.4821768514871807,2.8670362506222498
37.70000000000014,2.4740708311081723,2.8625
37.75000000000014,2.4725,2.8625
37.80000000000014,2.4725,2.8535989622933946
37.850000000000136,2.4725,2.8535989622933946
37.90000000000014,2.466186727836563,2.8475
37.950000000000145,2.466186727836563,2.839694390708954
38.00000000000014,2.466186727836563,2.839694390708954
38.05000000000014,2.459005280586884,2.8325
38.10000000000014,2.4575,2.8325
38.15000000000015,2.4575,2.8253119386012093
38.200000000000145,2.4521077773611006,2.8253119386012093
38.25000000000014,2.4521077773611006,2.8175
38.300000000000146,2.4521077773611006,2.810430037475827
38.35000000000015,2.4521077773611006,2.810430037475827
38.40000000000015,2.4458877697815073,2.8025
38.450000000000145,2.4458877697815073,2.8025
38.50000000000015,2.4425,2.7950152074436354
38.55000000000015,2.4402204164024988,2.7874999999999996
38.60000000000015,2.4402204164024988,2.7874999999999996
38.65000000000015,2.4402204164024988,2.779020672204723
38.70000000000015,2.4402204164024988,2.779020672204723
38.750000000000156,2.435107347131099,2.7725
38.80000000000015,2.435107347131099,2.7623844542575613
38.85000000000015,2.435107347131099,2.7623844542575613
38.900000000000155,2.430798314878848,2.7575000000000003
38.95000000000016,2.430798314878848,2.7450268464078698
39.000000000000156,2.430798314878848,2.7450268464078698
39.05000000000015,2.427283730040423,2.7450268464078698
39.10000000000016,2.427283730040423,2.7275
39.15000000000016,2.427283730040423,2.7275
39.20000000000016,2.427283730040423,2.7275
39.250000000000156,2.424584285616909,2.7125
39.30000000000016,2.424584285616909,2.7125
39.350000000000165,2.424584285616909,2.7125
39.40000000000016,2.4230150510776243,2.6975
39.45000000000016,2.4230150510776243,2.6975
39.50000000000016,2.4230150510776243,2.687789917580205
39.55000000000017,2.4230150510776243,2.687789917580205
39.600000000000165,2.4227903055368776,2.6825
39.65000000000016,2.4227903055368776,2.6675
39.700000000000166,2.4227903055368776,2.6675
39.75000000000017,2.424273252250633,2.6525
39.80000000000017,2.424273252250633,2.6525
39.850000000000165,2.424273252250633,2.643162297520732
39.90000000000017,2.424273252250633,2.643162297520732
39.95000000000017,2.4275,2.6225
40.00000000000017,2.4275,2.6225
40.05000000000017,2.4275,2.6175932264660946
40.10000000000017,2.4358505993332367,2.6075
40.150000000000176,2.4358505993332367,2.5925000000000002
40.20000000000017,2.4358505993332367,2.5925000000000002
40.25000000000017,2.4425,2.5774999999999997
40.300000000000175,2.4425,2.5774999999999997
40.35000000000018,2.4512923983942088,2.5625
40.400000000000176,2.4512923983942088,2.5512478010040973
40.45000000000017,2.4575,2.5324999999999998
40.50000000000018,2.4725,2.5175
